time,x,y,z
1.386,16.3111,-0.382731,4.69329
1.386,16.2943,-0.654936,4.6799
1.387,16.3184,-0.383237,4.69446
1.387,16.3016,-0.655441,4.68108
1.388,16.3257,-0.383743,4.69563
1.388,16.3089,-0.655946,4.68225
1.389,16.3329,-0.38425,4.6968
1.389,16.3161,-0.656452,4.68342
1.39,16.3402,-0.384756,4.69796
1.39,16.3233,-0.656957,4.68458
1.391,16.3474,-0.385263,4.69913
1.391,16.3306,-0.657463,4.68575
1.392,16.3547,-0.385769,4.70029
1.392,16.3378,-0.657968,4.68691
1.393,16.362,-0.386276,4.70145
1.393,16.345,-0.658474,4.68807
1.394,16.3692,-0.386783,4.70261
1.394,16.3523,-0.65898,4.68923
1.395,16.3764,-0.38729,4.70376
1.395,16.3595,-0.659486,4.69039
1.396,16.3837,-0.387798,4.70492
1.396,16.3667,-0.659992,4.69155
1.397,16.3909,-0.388305,4.70607
1.397,16.3739,-0.660499,4.6927
1.398,16.3981,-0.388812,4.70722
1.398,16.3811,-0.661005,4.69385
1.399,16.4053,-0.38932,4.70837
1.399,16.3883,-0.661511,4.695
1.4,16.4126,-0.389828,4.70952
1.4,16.3955,-0.662018,4.69615
1.401,16.4198,-0.390335,4.71066
1.401,16.4027,-0.662524,4.6973
1.402,16.427,-0.390843,4.71181
1.402,16.4099,-0.663031,4.69844
1.403,16.4342,-0.391351,4.71295
1.403,16.4171,-0.663538,4.69958
1.404,16.4414,-0.391859,4.71409
1.404,16.4243,-0.664045,4.70072
1.405,16.4486,-0.392367,4.71523
1.405,16.4315,-0.664552,4.70186
1.406,16.4558,-0.392876,4.71636
1.406,16.4386,-0.665059,4.703
1.407,16.463,-0.393384,4.7175
1.407,16.4458,-0.665567,4.70413
1.408,16.4701,-0.393893,4.71863
1.408,16.453,-0.666074,4.70527
1.409,16.4773,-0.394401,4.71976
1.409,16.4601,-0.666581,4.7064
1.41,16.4845,-0.39491,4.72089
1.41,16.4673,-0.667089,4.70753
1.411,16.4917,-0.395419,4.72201
1.411,16.4744,-0.667597,4.70866
1.412,16.4988,-0.395928,4.72314
1.412,16.4816,-0.668104,4.70978
1.413,16.506,-0.396437,4.72426
1.413,16.4887,-0.668612,4.7109
1.414,16.5131,-0.396946,4.72538
1.414,16.4958,-0.66912,4.71203
1.415,16.5203,-0.397455,4.7265
1.415,16.503,-0.669628,4.71315
1.416,16.5274,-0.397964,4.72762
1.416,16.5101,-0.670137,4.71426
1.417,16.5346,-0.398474,4.72873
1.417,16.5172,-0.670645,4.71538
1.418,16.5417,-0.398983,4.72985
1.418,16.5243,-0.671153,4.71649
1.419,16.5488,-0.399493,4.73096
1.419,16.5314,-0.671662,4.71761
1.42,16.556,-0.400003,4.73207
1.42,16.5386,-0.672171,4.71872
1.421,16.5631,-0.400512,4.73318
1.421,16.5457,-0.672679,4.71982
1.422,16.5702,-0.401022,4.73428
1.422,16.5528,-0.673188,4.72093
1.423,16.5773,-0.401533,4.73539
1.423,16.5599,-0.673697,4.72204
1.424,16.5844,-0.402043,4.73649
1.424,16.5669,-0.674206,4.72314
1.425,16.5915,-0.402553,4.73759
1.425,16.574,-0.674715,4.72424
1.426,16.5986,-0.403063,4.73869
1.426,16.5811,-0.675224,4.72534
1.427,16.6057,-0.403574,4.73978
1.427,16.5882,-0.675734,4.72644
1.428,16.6128,-0.404084,4.74088
1.428,16.5953,-0.676243,4.72753
1.429,16.6199,-0.404595,4.74197
1.429,16.6023,-0.676753,4.72862
1.43,16.627,-0.405106,4.74306
1.43,16.6094,-0.677262,4.72972
1.431,16.6341,-0.405617,4.74415
1.431,16.6165,-0.677772,4.73081
1.432,16.6411,-0.406128,4.74524
1.432,16.6235,-0.678282,4.73189
1.433,16.6482,-0.406639,4.74632
1.433,16.6306,-0.678792,4.73298
1.434,16.6553,-0.40715,4.7474
1.434,16.6376,-0.679302,4.73406
1.435,16.6623,-0.407661,4.74849
1.435,16.6446,-0.679812,4.73514
1.436,16.6694,-0.408173,4.74957
1.436,16.6517,-0.680322,4.73622
1.437,16.6764,-0.408684,4.75064
1.437,16.6587,-0.680832,4.7373
1.438,16.6835,-0.409196,4.75172
1.438,16.6657,-0.681343,4.73838
1.439,16.6905,-0.409708,4.75279
1.439,16.6728,-0.681853,4.73945
1.44,16.6976,-0.410219,4.75386
1.44,16.6798,-0.682364,4.74053
1.441,16.7046,-0.410731,4.75493
1.441,16.6868,-0.682875,4.7416
1.442,16.7116,-0.411243,4.756
1.442,16.6938,-0.683386,4.74267
1.443,16.7186,-0.411756,4.75707
1.443,16.7008,-0.683897,4.74373
1.444,16.7257,-0.412268,4.75813
1.444,16.7078,-0.684408,4.7448
1.445,16.7327,-0.41278,4.7592
1.445,16.7148,-0.684919,4.74586
1.446,16.7397,-0.413292,4.76026
1.446,16.7218,-0.68543,4.74692
1.447,16.7467,-0.413805,4.76132
1.447,16.7288,-0.685941,4.74798
1.448,16.7537,-0.414318,4.76237
1.448,16.7358,-0.686453,4.74904
1.449,16.7607,-0.41483,4.76343
1.449,16.7428,-0.686964,4.75009
1.45,16.7677,-0.415343,4.76448
1.45,16.7497,-0.687476,4.75115
1.451,16.7747,-0.415856,4.76553
1.451,16.7567,-0.687987,4.7522
1.452,16.7817,-0.416369,4.76658
1.452,16.7637,-0.688499,4.75325
1.453,16.7887,-0.416882,4.76763
1.453,16.7706,-0.689011,4.7543
1.454,16.7956,-0.417395,4.76868
1.454,16.7776,-0.689523,4.75534
1.455,16.8026,-0.417909,4.76972
1.455,16.7846,-0.690035,4.75639
1.456,16.8096,-0.418422,4.77076
1.456,16.7915,-0.690547,4.75743
1.457,16.8165,-0.418936,4.7718
1.457,16.7984,-0.69106,4.75847
1.458,16.8235,-0.419449,4.77284
1.458,16.8054,-0.691572,4.75951
1.459,16.8304,-0.419963,4.77388
1.459,16.8123,-0.692085,4.76055
1.46,16.8374,-0.420477,4.77491
1.46,16.8193,-0.692597,4.76158
1.461,16.8443,-0.420991,4.77594
1.461,16.8262,-0.69311,4.76262
1.462,16.8513,-0.421505,4.77698
1.462,16.8331,-0.693623,4.76365
1.463,16.8582,-0.422019,4.778
1.463,16.84,-0.694136,4.76468
1.464,16.8652,-0.422533,4.77903
1.464,16.8469,-0.694648,4.7657
1.465,16.8721,-0.423047,4.78006
1.465,16.8538,-0.695162,4.76673
1.466,16.879,-0.423562,4.78108
1.466,16.8608,-0.695675,4.76775
1.467,16.8859,-0.424076,4.7821
1.467,16.8677,-0.696188,4.76878
1.468,16.8928,-0.424591,4.78312
1.468,16.8745,-0.696701,4.7698
1.469,16.8998,-0.425106,4.78414
1.469,16.8814,-0.697215,4.77081
1.47,16.9067,-0.42562,4.78515
1.47,16.8883,-0.697728,4.77183
1.471,16.9136,-0.426135,4.78617
1.471,16.8952,-0.698242,4.77284
1.472,16.9205,-0.42665,4.78718
1.472,16.9021,-0.698756,4.77386
1.473,16.9274,-0.427165,4.78819
1.473,16.909,-0.699269,4.77487
1.474,16.9342,-0.42768,4.7892
1.474,16.9158,-0.699783,4.77588
1.475,16.9411,-0.428196,4.79021
1.475,16.9227,-0.700297,4.77688
1.476,16.948,-0.428711,4.79121
1.476,16.9296,-0.700811,4.77789
1.477,16.9549,-0.429227,4.79221
1.477,16.9364,-0.701326,4.77889
1.478,16.9618,-0.429742,4.79322
1.478,16.9433,-0.70184,4.77989
1.479,16.9686,-0.430258,4.79421
1.479,16.9501,-0.702354,4.78089
1.48,16.9755,-0.430774,4.79521
1.48,16.957,-0.702869,4.78189
1.481,16.9823,-0.431289,4.79621
1.481,16.9638,-0.703383,4.78289
1.482,16.9892,-0.431805,4.7972
1.482,16.9706,-0.703898,4.78388
1.483,16.996,-0.432321,4.79819
1.483,16.9775,-0.704413,4.78487
1.484,17.0029,-0.432837,4.79918
1.484,16.9843,-0.704928,4.78586
1.485,17.0097,-0.433354,4.80017
1.485,16.9911,-0.705442,4.78685
1.486,17.0166,-0.43387,4.80116
1.486,16.9979,-0.705957,4.78784
1.487,17.0234,-0.434386,4.80214
1.487,17.0048,-0.706473,4.78882
1.488,17.0302,-0.434903,4.80312
1.488,17.0116,-0.706988,4.7898
1.489,17.0371,-0.43542,4.8041
1.489,17.0184,-0.707503,4.79078
1.49,17.0439,-0.435936,4.80508
1.49,17.0252,-0.708018,4.79176
1.491,17.0507,-0.436453,4.80606
1.491,17.032,-0.708534,4.79274
1.492,17.0575,-0.43697,4.80704
1.492,17.0388,-0.70905,4.79371
1.493,17.0643,-0.437487,4.80801
1.493,17.0455,-0.709565,4.79469
1.494,17.0711,-0.438004,4.80898
1.494,17.0523,-0.710081,4.79566
1.495,17.0779,-0.438521,4.80995
1.495,17.0591,-0.710597,4.79663
1.496,17.0847,-0.439038,4.81092
1.496,17.0659,-0.711113,4.7976
1.497,17.0915,-0.439556,4.81188
1.497,17.0727,-0.711629,4.79856
1.498,17.0983,-0.440073,4.81285
1.498,17.0794,-0.712145,4.79953
1.499,17.1051,-0.440591,4.81381
1.499,17.0862,-0.712661,4.80049
1.5,17.1118,-0.441108,4.81477
1.5,17.0929,-0.713177,4.80145
1.501,17.1186,-0.441626,4.81573
1.501,17.0997,-0.713694,4.80241
1.502,17.1254,-0.442144,4.81668
1.502,17.1064,-0.71421,4.80336
1.503,17.1321,-0.442662,4.81764
1.503,17.1132,-0.714727,4.80432
1.504,17.1389,-0.44318,4.81859
1.504,17.1199,-0.715244,4.80527
1.505,17.1457,-0.443698,4.81954
1.505,17.1267,-0.71576,4.80622
1.506,17.1524,-0.444216,4.82049
1.506,17.1334,-0.716277,4.80717
1.507,17.1592,-0.444735,4.82144
1.507,17.1401,-0.716794,4.80812
1.508,17.1659,-0.445253,4.82239
1.508,17.1468,-0.717311,4.80906
1.509,17.1726,-0.445771,4.82333
1.509,17.1536,-0.717828,4.81001
1.51,17.1794,-0.44629,4.82427
1.51,17.1603,-0.718345,4.81095
1.511,17.1861,-0.446809,4.82521
1.511,17.167,-0.718863,4.81189
1.512,17.1928,-0.447327,4.82615
1.512,17.1737,-0.71938,4.81283
1.513,17.1996,-0.447846,4.82709
1.513,17.1804,-0.719898,4.81376
1.514,17.2063,-0.448365,4.82802
1.514,17.1871,-0.720415,4.8147
1.515,17.213,-0.448884,4.82895
1.515,17.1938,-0.720933,4.81563
1.516,17.2197,-0.449403,4.82988
1.516,17.2005,-0.72145,4.81656
1.517,17.2264,-0.449922,4.83081
1.517,17.2072,-0.721968,4.81749
1.518,17.2331,-0.450442,4.83174
1.518,17.2138,-0.722486,4.81842
1.519,17.2398,-0.450961,4.83266
1.519,17.2205,-0.723004,4.81934
1.52,17.2465,-0.451481,4.83359
1.52,17.2272,-0.723522,4.82026
1.521,17.2532,-0.452,4.83451
1.521,17.2339,-0.72404,4.82118
1.522,17.2599,-0.45252,4.83543
1.522,17.2405,-0.724559,4.8221
1.523,17.2665,-0.453039,4.83635
1.523,17.2472,-0.725077,4.82302
1.524,17.2732,-0.453559,4.83726
1.524,17.2538,-0.725595,4.82394
1.525,17.2799,-0.454079,4.83818
1.525,17.2605,-0.726114,4.82485
1.526,17.2865,-0.454599,4.83909
1.526,17.2671,-0.726633,4.82576
1.527,17.2932,-0.455119,4.84
1.527,17.2738,-0.727151,4.82667
1.528,17.2999,-0.455639,4.84091
1.528,17.2804,-0.72767,4.82758
1.529,17.3065,-0.45616,4.84181
1.529,17.2871,-0.728189,4.82849
1.53,17.3132,-0.45668,4.84272
1.53,17.2937,-0.728708,4.82939
1.531,17.3198,-0.457201,4.84362
1.531,17.3003,-0.729227,4.83029
1.532,17.3265,-0.457721,4.84452
1.532,17.3069,-0.729746,4.8312
1.533,17.3331,-0.458242,4.84542
1.533,17.3135,-0.730265,4.83209
1.534,17.3397,-0.458762,4.84632
1.534,17.3202,-0.730784,4.83299
1.535,17.3464,-0.459283,4.84722
1.535,17.3268,-0.731304,4.83389
1.536,17.353,-0.459804,4.84811
1.536,17.3334,-0.731823,4.83478
1.537,17.3596,-0.460325,4.849
1.537,17.34,-0.732343,4.83567
1.538,17.3662,-0.460846,4.84989
1.538,17.3466,-0.732862,4.83656
1.539,17.3728,-0.461367,4.85078
1.539,17.3532,-0.733382,4.83745
1.54,17.3794,-0.461889,4.85167
1.54,17.3598,-0.733902,4.83833
1.541,17.386,-0.46241,4.85255
1.541,17.3663,-0.734422,4.83922
1.542,17.3926,-0.462931,4.85343
1.542,17.3729,-0.734942,4.8401
1.543,17.3992,-0.463453,4.85432
1.543,17.3795,-0.735462,4.84098
1.544,17.4058,-0.463974,4.85519
1.544,17.3861,-0.735982,4.84186
1.545,17.4124,-0.464496,4.85607
1.545,17.3926,-0.736502,4.84274
1.546,17.419,-0.465018,4.85695
1.546,17.3992,-0.737023,4.84361
1.547,17.4256,-0.46554,4.85782
1.547,17.4057,-0.737543,4.84448
1.548,17.4321,-0.466062,4.85869
1.548,17.4123,-0.738063,4.84536
1.549,17.4387,-0.466584,4.85956
1.549,17.4189,-0.738584,4.84623
1.55,17.4453,-0.467106,4.86043
1.55,17.4254,-0.739105,4.84709
1.551,17.4518,-0.467628,4.8613
1.551,17.4319,-0.739625,4.84796
1.552,17.4584,-0.46815,4.86216
1.552,17.4385,-0.740146,4.84882
1.553,17.4649,-0.468673,4.86302
1.553,17.445,-0.740667,4.84968
1.554,17.4715,-0.469195,4.86388
1.554,17.4515,-0.741188,4.85054
1.555,17.478,-0.469718,4.86474
1.555,17.4581,-0.741709,4.8514
1.556,17.4846,-0.47024,4.8656
1.556,17.4646,-0.74223,4.85226
1.557,17.4911,-0.470763,4.86646
1.557,17.4711,-0.742751,4.85311
1.558,17.4976,-0.471286,4.86731
1.558,17.4776,-0.743273,4.85397
1.559,17.5042,-0.471809,4.86816
1.559,17.4841,-0.743794,4.85482
1.56,17.5107,-0.472332,4.86901
1.56,17.4906,-0.744316,4.85567
1.561,17.5172,-0.472855,4.86986
1.561,17.4971,-0.744837,4.85651
1.562,17.5237,-0.473378,4.87071
1.562,17.5036,-0.745359,4.85736
1.563,17.5302,-0.473901,4.87155
1.563,17.5101,-0.74588,4.8582
1.564,17.5367,-0.474425,4.87239
1.564,17.5166,-0.746402,4.85904
1.565,17.5433,-0.474948,4.87323
1.565,17.5231,-0.746924,4.85988
1.566,17.5498,-0.475471,4.87407
1.566,17.5296,-0.747446,4.86072
1.567,17.5562,-0.475995,4.87491
1.567,17.536,-0.747968,4.86156
1.568,17.5627,-0.476519,4.87574
1.568,17.5425,-0.74849,4.86239
1.569,17.5692,-0.477042,4.87658
1.569,17.549,-0.749012,4.86322
1.57,17.5757,-0.477566,4.87741
1.57,17.5554,-0.749535,4.86405
1.571,17.5822,-0.47809,4.87824
1.571,17.5619,-0.750057,4.86488
1.572,17.5887,-0.478614,4.87907
1.572,17.5683,-0.75058,4.86571
1.573,17.5951,-0.479138,4.87989
1.573,17.5748,-0.751102,4.86654
1.574,17.6016,-0.479662,4.88072
1.574,17.5812,-0.751625,4.86736
1.575,17.6081,-0.480187,4.88154
1.575,17.5877,-0.752147,4.86818
1.576,17.6145,-0.480711,4.88236
1.576,17.5941,-0.75267,4.869
1.577,17.621,-0.481235,4.88318
1.577,17.6005,-0.753193,4.86982
1.578,17.6274,-0.48176,4.88399
1.578,17.607,-0.753716,4.87063
1.579,17.6339,-0.482284,4.88481
1.579,17.6134,-0.754239,4.87145
1.58,17.6403,-0.482809,4.88562
1.58,17.6198,-0.754762,4.87226
1.581,17.6467,-0.483334,4.88643
1.581,17.6262,-0.755285,4.87307
1.582,17.6532,-0.483859,4.88724
1.582,17.6327,-0.755809,4.87388
1.583,17.6596,-0.484384,4.88805
1.583,17.6391,-0.756332,4.87468
1.584,17.666,-0.484909,4.88886
1.584,17.6455,-0.756855,4.87549
1.585,17.6724,-0.485434,4.88966
1.585,17.6519,-0.757379,4.87629
1.586,17.6789,-0.485959,4.89046
1.586,17.6583,-0.757902,4.87709
1.587,17.6853,-0.486484,4.89126
1.587,17.6647,-0.758426,4.87789
1.588,17.6917,-0.487009,4.89206
1.588,17.671,-0.75895,4.87869
1.589,17.6981,-0.487535,4.89286
1.589,17.6774,-0.759473,4.87949
1.59,17.7045,-0.48806,4.89366
1.59,17.6838,-0.759997,4.88028
1.591,17.7109,-0.488586,4.89445
1.591,17.6902,-0.760521,4.88107
1.592,17.7173,-0.489111,4.89524
1.592,17.6965,-0.761045,4.88186
1.593,17.7237,-0.489637,4.89603
1.593,17.7029,-0.76157,4.88265
1.594,17.73,-0.490163,4.89682
1.594,17.7093,-0.762094,4.88344
1.595,17.7364,-0.490689,4.8976
1.595,17.7156,-0.762618,4.88422
1.596,17.7428,-0.491215,4.89839
1.596,17.722,-0.763142,4.885
1.597,17.7492,-0.491741,4.89917
1.597,17.7283,-0.763667,4.88578
1.598,17.7555,-0.492267,4.89995
1.598,17.7347,-0.764191,4.88656
1.599,17.7619,-0.492793,4.90073
1.599,17.741,-0.764716,4.88734
1.6,17.7683,-0.49332,4.9015
1.6,17.7474,-0.765241,4.88812
1.601,17.7746,-0.493846,4.90228
1.601,17.7537,-0.765765,4.88889
1.602,17.781,-0.494372,4.90305
1.602,17.76,-0.76629,4.88966
1.603,17.7873,-0.494899,4.90382
1.603,17.7664,-0.766815,4.89043
1.604,17.7936,-0.495426,4.90459
1.604,17.7727,-0.76734,4.8912
1.605,17.8,-0.495952,4.90536
1.605,17.779,-0.767865,4.89197
1.606,17.8063,-0.496479,4.90613
1.606,17.7853,-0.76839,4.89273
1.607,17.8126,-0.497006,4.90689
1.607,17.7916,-0.768915,4.89349
1.608,17.819,-0.497533,4.90765
1.608,17.7979,-0.769441,4.89425
1.609,17.8253,-0.49806,4.90841
1.609,17.8042,-0.769966,4.89501
1.61,17.8316,-0.498587,4.90917
1.61,17.8105,-0.770491,4.89577
1.611,17.8379,-0.499114,4.90993
1.611,17.8168,-0.771017,4.89652
1.612,17.8442,-0.499641,4.91068
1.612,17.8231,-0.771543,4.89728
1.613,17.8505,-0.500169,4.91144
1.613,17.8294,-0.772068,4.89803
1.614,17.8568,-0.500696,4.91219
1.614,17.8357,-0.772594,4.89878
1.615,17.8631,-0.501224,4.91294
1.615,17.842,-0.77312,4.89953
1.616,17.8694,-0.501751,4.91369
1.616,17.8482,-0.773646,4.90027
1.617,17.8757,-0.502279,4.91443
1.617,17.8545,-0.774172,4.90102
1.618,17.882,-0.502807,4.91518
1.618,17.8608,-0.774698,4.90176
1.619,17.8883,-0.503334,4.91592
1.619,17.867,-0.775224,4.9025
1.62,17.8946,-0.503862,4.91666
1.62,17.8733,-0.77575,4.90324
1.621,17.9008,-0.50439,4.9174
1.621,17.8795,-0.776276,4.90398
1.622,17.9071,-0.504918,4.91813
1.622,17.8858,-0.776803,4.90471
1.623,17.9134,-0.505447,4.91887
1.623,17.892,-0.777329,4.90544
1.624,17.9196,-0.505975,4.9196
1.624,17.8983,-0.777856,4.90618
1.625,17.9259,-0.506503,4.92033
1.625,17.9045,-0.778382,4.90691
1.626,17.9322,-0.507031,4.92106
1.626,17.9107,-0.778909,4.90763
1.627,17.9384,-0.50756,4.92179
1.627,17.917,-0.779435,4.90836
1.628,17.9446,-0.508088,4.92252
1.628,17.9232,-0.779962,4.90908
1.629,17.9509,-0.508617,4.92324
1.629,17.9294,-0.780489,4.90981
1.63,17.9571,-0.509146,4.92396
1.63,17.9356,-0.781016,4.91053
1.631,17.9634,-0.509674,4.92468
1.631,17.9418,-0.781543,4.91124
1.632,17.9696,-0.510203,4.9254
1.632,17.948,-0.78207,4.91196
1.633,17.9758,-0.510732,4.92612
1.633,17.9542,-0.782597,4.91268
1.634,17.982,-0.511261,4.92683
1.634,17.9604,-0.783125,4.91339
1.635,17.9882,-0.51179,4.92755
1.635,17.9666,-0.783652,4.9141
1.636,17.9945,-0.512319,4.92826
1.636,17.9728,-0.784179,4.91481
1.637,18.0007,-0.512849,4.92897
1.637,17.979,-0.784707,4.91552
1.638,18.0069,-0.513378,4.92968
1.638,17.9852,-0.785234,4.91622
1.639,18.0131,-0.513907,4.93038
1.639,17.9914,-0.785762,4.91693
1.64,18.0193,-0.514437,4.93109
1.64,17.9976,-0.78629,4.91763
1.641,18.0255,-0.514966,4.93179
1.641,18.0037,-0.786817,4.91833
1.642,18.0317,-0.515496,4.93249
1.642,18.0099,-0.787345,4.91903
1.643,18.0378,-0.516026,4.93319
1.643,18.0161,-0.787873,4.91973
1.644,18.044,-0.516555,4.93388
1.644,18.0222,-0.788401,4.92042
1.645,18.0502,-0.517085,4.93458
1.645,18.0284,-0.788929,4.92111
1.646,18.0564,-0.517615,4.93527
1.646,18.0345,-0.789457,4.9218
1.647,18.0625,-0.518145,4.93596
1.647,18.0407,-0.789985,4.92249
1.648,18.0687,-0.518675,4.93665
1.648,18.0468,-0.790514,4.92318
1.649,18.0749,-0.519205,4.93734
1.649,18.053,-0.791042,4.92387
1.65,18.081,-0.519736,4.93803
1.65,18.0591,-0.79157,4.92455
1.651,18.0872,-0.520266,4.93871
1.651,18.0652,-0.792099,4.92523
1.652,18.0933,-0.520796,4.93939
1.652,18.0714,-0.792628,4.92591
1.653,18.0995,-0.521327,4.94008
1.653,18.0775,-0.793156,4.92659
1.654,18.1056,-0.521857,4.94075
1.654,18.0836,-0.793685,4.92727
1.655,18.1117,-0.522388,4.94143
1.655,18.0897,-0.794214,4.92794
1.656,18.1179,-0.522918,4.94211
1.656,18.0958,-0.794743,4.92862
1.657,18.124,-0.523449,4.94278
1.657,18.1019,-0.795271,4.92929
1.658,18.1301,-0.52398,4.94345
1.658,18.108,-0.7958,4.92996
1.659,18.1363,-0.524511,4.94412
1.659,18.1141,-0.796329,4.93062
1.66,18.1424,-0.525042,4.94479
1.66,18.1202,-0.796859,4.93129
1.661,18.1485,-0.525573,4.94546
1.661,18.1263,-0.797388,4.93195
1.662,18.1546,-0.526104,4.94612
1.662,18.1324,-0.797917,4.93262
1.663,18.1607,-0.526635,4.94678
1.663,18.1385,-0.798446,4.93328
1.664,18.1668,-0.527167,4.94744
1.664,18.1446,-0.798976,4.93393
1.665,18.1729,-0.527698,4.9481
1.665,18.1507,-0.799505,4.93459
1.666,18.179,-0.528229,4.94876
1.666,18.1567,-0.800035,4.93525
1.667,18.1851,-0.528761,4.94941
1.667,18.1628,-0.800565,4.9359
1.668,18.1912,-0.529293,4.95007
1.668,18.1689,-0.801094,4.93655
1.669,18.1973,-0.529824,4.95072
1.669,18.1749,-0.801624,4.9372
1.67,18.2033,-0.530356,4.95137
1.67,18.181,-0.802154,4.93785
1.671,18.2094,-0.530888,4.95202
1.671,18.187,-0.802684,4.93849
1.672,18.2155,-0.53142,4.95266
1.672,18.1931,-0.803214,4.93914
1.673,18.2215,-0.531952,4.95331
1.673,18.1991,-0.803744,4.93978
1.674,18.2276,-0.532484,4.95395
1.674,18.2052,-0.804274,4.94042
1.675,18.2337,-0.533016,4.95459
1.675,18.2112,-0.804804,4.94106
1.676,18.2397,-0.533548,4.95523
1.676,18.2172,-0.805334,4.94169
1.677,18.2458,-0.53408,4.95587
1.677,18.2233,-0.805865,4.94233
1.678,18.2518,-0.534612,4.9565
1.678,18.2293,-0.806395,4.94296
1.679,18.2578,-0.535145,4.95714
1.679,18.2353,-0.806926,4.94359
1.68,18.2639,-0.535677,4.95777
1.68,18.2413,-0.807456,4.94422
1.681,18.2699,-0.53621,4.9584
1.681,18.2473,-0.807987,4.94485
1.682,18.276,-0.536742,4.95903
1.682,18.2533,-0.808517,4.94547
1.683,18.282,-0.537275,4.95966
1.683,18.2594,-0.809048,4.9461
1.684,18.288,-0.537808,4.96028
1.684,18.2654,-0.809579,4.94672
1.685,18.294,-0.538341,4.9609
1.685,18.2714,-0.81011,4.94734
1.686,18.3,-0.538874,4.96152
1.686,18.2773,-0.810641,4.94796
1.687,18.306,-0.539407,4.96214
1.687,18.2833,-0.811172,4.94857
1.688,18.3121,-0.53994,4.96276
1.688,18.2893,-0.811703,4.94919
1.689,18.3181,-0.540473,4.96338
1.689,18.2953,-0.812234,4.9498
1.69,18.3241,-0.541006,4.96399
1.69,18.3013,-0.812765,4.95041
1.691,18.33,-0.541539,4.9646
1.691,18.3072,-0.813297,4.95102
1.692,18.336,-0.542073,4.96521
1.692,18.3132,-0.813828,4.95163
1.693,18.342,-0.542606,4.96582
1.693,18.3192,-0.81436,4.95223
1.694,18.348,-0.54314,4.96643
1.694,18.3251,-0.814891,4.95284
1.695,18.354,-0.543673,4.96703
1.695,18.3311,-0.815423,4.95344
1.696,18.36,-0.544207,4.96764
1.696,18.3371,-0.815954,4.95404
1.697,18.3659,-0.544741,4.96824
1.697,18.343,-0.816486,4.95464
1.698,18.3719,-0.545274,4.96884
1.698,18.349,-0.817018,4.95524
1.699,18.3779,-0.545808,4.96944
1.699,18.3549,-0.81755,4.95583
1.7,18.3838,-0.546342,4.97003
1.7,18.3608,-0.818082,4.95642
1.701,18.3898,-0.546876,4.97063
1.701,18.3668,-0.818614,4.95701
1.702,18.3957,-0.54741,4.97122
1.702,18.3727,-0.819146,4.9576
1.703,18.4017,-0.547944,4.97181
1.703,18.3786,-0.819678,4.95819
1.704,18.4076,-0.548479,4.9724
1.704,18.3845,-0.82021,4.95878
1.705,18.4136,-0.549013,4.97298
1.705,18.3905,-0.820742,4.95936
1.706,18.4195,-0.549547,4.97357
1.706,18.3964,-0.821275,4.95994
1.707,18.4254,-0.550082,4.97415
1.707,18.4023,-0.821807,4.96052
1.708,18.4314,-0.550616,4.97473
1.708,18.4082,-0.82234,4.9611
1.709,18.4373,-0.551151,4.97531
1.709,18.4141,-0.822872,4.96168
1.71,18.4432,-0.551686,4.97589
1.71,18.42,-0.823405,4.96225
1.711,18.4491,-0.55222,4.97647
1.711,18.4259,-0.823937,4.96282
1.712,18.455,-0.552755,4.97704
1.712,18.4318,-0.82447,4.9634
1.713,18.461,-0.55329,4.97762
1.713,18.4377,-0.825003,4.96397
1.714,18.4669,-0.553825,4.97819
1.714,18.4436,-0.825536,4.96453
1.715,18.4728,-0.55436,4.97876
1.715,18.4494,-0.826069,4.9651
1.716,18.4787,-0.554895,4.97932
1.716,18.4553,-0.826602,4.96566
1.717,18.4846,-0.55543,4.97989
1.717,18.4612,-0.827135,4.96622
1.718,18.4904,-0.555965,4.98045
1.718,18.467,-0.827668,4.96678
1.719,18.4963,-0.556501,4.98101
1.719,18.4729,-0.828201,4.96734
1.72,18.5022,-0.557036,4.98157
1.72,18.4788,-0.828734,4.9679
1.721,18.5081,-0.557572,4.98213
1.721,18.4846,-0.829268,4.96845
1.722,18.514,-0.558107,4.98269
1.722,18.4905,-0.829801,4.96901
1.723,18.5198,-0.558643,4.98324
1.723,18.4963,-0.830335,4.96956
1.724,18.5257,-0.559178,4.9838
1.724,18.5022,-0.830868,4.97011
1.725,18.5316,-0.559714,4.98435
1.725,18.508,-0.831402,4.97066
1.726,18.5374,-0.56025,4.9849
1.726,18.5138,-0.831936,4.9712
1.727,18.5433,-0.560786,4.98544
1.727,18.5197,-0.832469,4.97175
1.728,18.5491,-0.561322,4.98599
1.728,18.5255,-0.833003,4.97229
1.729,18.555,-0.561858,4.98653
1.729,18.5313,-0.833537,4.97283
1.73,18.5608,-0.562394,4.98708
1.73,18.5372,-0.834071,4.97337
1.731,18.5667,-0.56293,4.98762
1.731,18.543,-0.834605,4.9739
1.732,18.5725,-0.563466,4.98816
1.732,18.5488,-0.835139,4.97444
1.733,18.5783,-0.564003,4.98869
1.733,18.5546,-0.835673,4.97497
1.734,18.5842,-0.564539,4.98923
1.734,18.5604,-0.836207,4.9755
1.735,18.59,-0.565075,4.98976
1.735,18.5662,-0.836742,4.97603
1.736,18.5958,-0.565612,4.99029
1.736,18.572,-0.837276,4.97656
1.737,18.6016,-0.566148,4.99082
1.737,18.5778,-0.83781,4.97708
