time,x,y,z
0.238,4.29228,0.136743,1.41979
0.238,4.2923,-0.136307,1.41977
0.239,4.30878,0.136745,1.42169
0.239,4.3088,-0.136305,1.42168
0.24,4.32527,0.136746,1.4236
0.24,4.32529,-0.136304,1.42358
0.241,4.34175,0.136747,1.42551
0.241,4.34178,-0.136303,1.42549
0.242,4.35822,0.136748,1.42741
0.242,4.35825,-0.136302,1.42739
0.243,4.37468,0.13675,1.42931
0.243,4.37471,-0.1363,1.42929
0.244,4.39113,0.136751,1.43121
0.244,4.39116,-0.136299,1.43119
0.245,4.40757,0.136752,1.43311
0.245,4.40759,-0.136298,1.43308
0.246,4.424,0.136753,1.435
0.246,4.42402,-0.136297,1.43498
0.247,4.44041,0.136754,1.4369
0.247,4.44044,-0.136296,1.43687
0.248,4.45682,0.136756,1.43879
0.248,4.45684,-0.136294,1.43876
0.249,4.47321,0.136757,1.44068
0.249,4.47323,-0.136293,1.44065
0.25,4.48959,0.136758,1.44257
0.25,4.48962,-0.136292,1.44254
0.251,4.50596,0.136759,1.44446
0.251,4.50599,-0.136291,1.44443
0.252,4.52232,0.136761,1.44634
0.252,4.52235,-0.136289,1.44631
0.253,4.53867,0.136762,1.44823
0.253,4.5387,-0.136288,1.44819
0.254,4.55501,0.136763,1.45011
0.254,4.55504,-0.136287,1.45007
0.255,4.57134,0.136764,1.45199
0.255,4.57136,-0.136286,1.45195
0.256,4.58766,0.136765,1.45387
0.256,4.58768,-0.136285,1.45383
0.257,4.60396,0.136767,1.45574
0.257,4.60399,-0.136283,1.45571
0.258,4.62026,0.136768,1.45762
0.258,4.62028,-0.136282,1.45758
0.259,4.63654,0.136769,1.45949
0.259,4.63657,-0.136281,1.45945
0.26,4.65282,0.13677,1.46136
0.26,4.65284,-0.13628,1.46132
0.261,4.66908,0.136771,1.46323
0.261,4.6691,-0.136279,1.46319
0.262,4.68533,0.136773,1.4651
0.262,4.68535,-0.136277,1.46506
0.263,4.70157,0.136774,1.46697
0.263,4.7016,-0.136276,1.46693
0.264,4.7178,0.136775,1.46883
0.264,4.71783,-0.136275,1.46879
0.265,4.73402,0.136776,1.4707
0.265,4.73404,-0.136274,1.47065
0.266,4.75023,0.136777,1.47256
0.266,4.75025,-0.136273,1.47251
0.267,4.76643,0.136779,1.47442
0.267,4.76645,-0.136271,1.47437
0.268,4.78261,0.13678,1.47627
0.268,4.78264,-0.13627,1.47623
0.269,4.79879,0.136781,1.47813
0.269,4.79881,-0.136269,1.47808
0.27,4.81495,0.136782,1.47999
0.27,4.81498,-0.136268,1.47994
0.271,4.83111,0.136783,1.48184
0.271,4.83113,-0.136267,1.48179
0.272,4.84725,0.136785,1.48369
0.272,4.84728,-0.136265,1.48364
0.273,4.86339,0.136786,1.48554
0.273,4.86341,-0.136264,1.48549
0.274,4.87951,0.136787,1.48739
0.274,4.87954,-0.136263,1.48733
0.275,4.89562,0.136788,1.48923
0.275,4.89565,-0.136262,1.48918
0.276,4.91172,0.136789,1.49108
0.276,4.91175,-0.136261,1.49102
0.277,4.92781,0.13679,1.49292
0.277,4.92784,-0.13626,1.49286
0.278,4.94389,0.136792,1.49476
0.278,4.94392,-0.136258,1.4947
0.279,4.95996,0.136793,1.4966
0.279,4.95999,-0.136257,1.49654
0.28,4.97602,0.136794,1.49843
0.28,4.97605,-0.136256,1.49838
0.281,4.99207,0.136795,1.50027
0.281,4.9921,-0.136255,1.50021
0.282,5.00811,0.136796,1.5021
0.282,5.00813,-0.136254,1.50204
0.283,5.02413,0.136797,1.50393
0.283,5.02416,-0.136253,1.50387
0.284,5.04015,0.136799,1.50576
0.284,5.04018,-0.136251,1.5057
0.285,5.05616,0.1368,1.50759
0.285,5.05618,-0.13625,1.50753
0.286,5.07215,0.136801,1.50942
0.286,5.07218,-0.136249,1.50936
0.287,5.08814,0.136802,1.51124
0.287,5.08816,-0.136248,1.51118
0.288,5.10411,0.136803,1.51307
0.288,5.10414,-0.136247,1.513
0.289,5.12008,0.136804,1.51489
0.289,5.1201,-0.136246,1.51482
0.29,5.13603,0.136805,1.51671
0.29,5.13606,-0.136245,1.51664
0.291,5.15197,0.136806,1.51853
0.291,5.152,-0.136244,1.51846
0.292,5.1679,0.136808,1.52034
0.292,5.16793,-0.136242,1.52027
0.293,5.18383,0.136809,1.52216
0.293,5.18385,-0.136241,1.52209
0.294,5.19974,0.13681,1.52397
0.294,5.19977,-0.13624,1.5239
0.295,5.21564,0.136811,1.52578
0.295,5.21567,-0.136239,1.52571
0.296,5.23153,0.136812,1.52759
0.296,5.23156,-0.136238,1.52752
0.297,5.24741,0.136813,1.5294
0.297,5.24744,-0.136237,1.52932
0.298,5.26328,0.136814,1.5312
0.298,5.26331,-0.136236,1.53113
0.299,5.27914,0.136815,1.53301
0.299,5.27917,-0.136235,1.53293
0.3,5.29499,0.136816,1.53481
0.3,5.29502,-0.136234,1.53473
0.301,5.31083,0.136818,1.53661
0.301,5.31086,-0.136232,1.53653
0.302,5.32666,0.136819,1.53841
0.302,5.32668,-0.136231,1.53833
0.303,5.34248,0.13682,1.5402
0.303,5.3425,-0.13623,1.54013
0.304,5.35828,0.136821,1.542
0.304,5.35831,-0.136229,1.54192
0.305,5.37408,0.136822,1.54379
0.305,5.37411,-0.136228,1.54371
0.306,5.38987,0.136823,1.54558
0.306,5.3899,-0.136227,1.5455
0.307,5.40565,0.136824,1.54737
0.307,5.40567,-0.136226,1.54729
0.308,5.42141,0.136825,1.54916
0.308,5.42144,-0.136225,1.54908
0.309,5.43717,0.136826,1.55095
0.309,5.4372,-0.136224,1.55087
0.31,5.45292,0.136827,1.55273
0.31,5.45294,-0.136223,1.55265
0.311,5.46865,0.136828,1.55452
0.311,5.46868,-0.136222,1.55443
0.312,5.48438,0.136829,1.5563
0.312,5.4844,-0.136221,1.55621
0.313,5.50009,0.13683,1.55808
0.313,5.50012,-0.13622,1.55799
0.314,5.5158,0.136831,1.55986
0.314,5.51583,-0.136219,1.55977
0.315,5.53149,0.136833,1.56163
0.315,5.53152,-0.136217,1.56155
0.316,5.54718,0.136834,1.56341
0.316,5.54721,-0.136216,1.56332
0.317,5.56285,0.136835,1.56518
0.317,5.56288,-0.136215,1.56509
0.318,5.57852,0.136836,1.56695
0.318,5.57855,-0.136214,1.56686
0.319,5.59417,0.136837,1.56872
0.319,5.5942,-0.136213,1.56863
0.32,5.60982,0.136838,1.57049
0.32,5.60984,-0.136212,1.5704
0.321,5.62545,0.136839,1.57226
0.321,5.62548,-0.136211,1.57216
0.322,5.64108,0.13684,1.57402
0.322,5.6411,-0.13621,1.57393
0.323,5.65669,0.136841,1.57578
0.323,5.65672,-0.136209,1.57569
0.324,5.67229,0.136842,1.57754
0.324,5.67232,-0.136208,1.57745
0.325,5.68789,0.136843,1.5793
0.325,5.68792,-0.136207,1.57921
0.326,5.70347,0.136844,1.58106
0.326,5.7035,-0.136206,1.58096
0.327,5.71904,0.136845,1.58282
0.327,5.71907,-0.136205,1.58272
0.328,5.73461,0.136846,1.58457
0.328,5.73464,-0.136204,1.58447
0.329,5.75016,0.136847,1.58632
0.329,5.75019,-0.136203,1.58622
0.33,5.76571,0.136848,1.58807
0.33,5.76573,-0.136202,1.58797
0.331,5.78124,0.136849,1.58982
0.331,5.78127,-0.136201,1.58972
0.332,5.79676,0.13685,1.59157
0.332,5.79679,-0.1362,1.59147
0.333,5.81228,0.136851,1.59331
0.333,5.81231,-0.136199,1.59321
0.334,5.82778,0.136852,1.59506
0.334,5.82781,-0.136198,1.59496
0.335,5.84327,0.136853,1.5968
0.335,5.8433,-0.136197,1.5967
0.336,5.85876,0.136854,1.59854
0.336,5.85879,-0.136196,1.59844
0.337,5.87423,0.136855,1.60028
0.337,5.87426,-0.136195,1.60018
0.338,5.8897,0.136856,1.60202
0.338,5.88972,-0.136194,1.60191
0.339,5.90515,0.136856,1.60375
0.339,5.90518,-0.136194,1.60365
0.34,5.92059,0.136857,1.60549
0.34,5.92062,-0.136193,1.60538
0.341,5.93603,0.136858,1.60722
0.341,5.93606,-0.136192,1.60711
0.342,5.95145,0.136859,1.60895
0.342,5.95148,-0.136191,1.60884
0.343,5.96687,0.13686,1.61068
0.343,5.9669,-0.13619,1.61057
0.344,5.98227,0.136861,1.6124
0.344,5.9823,-0.136189,1.61229
0.345,5.99767,0.136862,1.61413
0.345,5.99769,-0.136188,1.61402
0.346,6.01305,0.136863,1.61585
0.346,6.01308,-0.136187,1.61574
0.347,6.02843,0.136864,1.61757
0.347,6.02845,-0.136186,1.61746
0.348,6.04379,0.136865,1.61929
0.348,6.04382,-0.136185,1.61918
0.349,6.05915,0.136866,1.62101
0.349,6.05917,-0.136184,1.6209
0.35,6.07449,0.136867,1.62273
0.35,6.07452,-0.136183,1.62262
0.351,6.08983,0.136868,1.62444
0.351,6.08986,-0.136182,1.62433
0.352,6.10515,0.136868,1.62616
0.352,6.10518,-0.136182,1.62604
0.353,6.12047,0.136869,1.62787
0.353,6.1205,-0.136181,1.62775
0.354,6.13578,0.13687,1.62958
0.354,6.1358,-0.13618,1.62946
0.355,6.15107,0.136871,1.63129
0.355,6.1511,-0.136179,1.63117
0.356,6.16636,0.136872,1.63299
0.356,6.16639,-0.136178,1.63288
0.357,6.18164,0.136873,1.6347
0.357,6.18167,-0.136177,1.63458
